"full_text","clean_text"
"user_id_str","useridstr"
"1.70151817767773E+018","e"
"8.43498825817848E+017","e"
"1.65343151350835E+018","e"
"1.8391390310636E+018","e"
"2890776397",""
"1.8871002739755E+018","e"
"1.39964421271534E+018","e"
"1.52696482250755E+018","e"
"1.70149565004162E+018","e"
"1.82482463252612E+018","e"
"1.7014374604154E+018","e"
"1.86789120862394E+018","e"
"24893875",""
"1.70114309098638E+018","e"
"116823357",""
"1.31407009917577E+018","e"
"1.85715175325664E+018","e"
"1.69685873915503E+018","e"
"3316509175",""
"1.52949145060576E+018","e"
"1.75633356718407E+018","e"
"1.70217164753562E+018","e"
"486673168",""
"1.1376163045448E+018","e"
"1.80451853345766E+018","e"
"1.810947943371E+018","e"
"245704486",""
"1.65898781646087E+018","e"
"219611265",""
"1.07246004474506E+018","e"
"53009638",""
"18129942",""
"18129942",""
"615466002",""
"238953843",""
"1.09801560949997E+018","e"
"38643467",""
"1.33441762634531E+018","e"
"1.48979529136487E+018","e"
"1.89310677058496E+018","e"
"1.89310677058496E+018","e"
"1.81055811237568E+018","e"
"1.70185757087987E+018","e"
"1.70406302392795E+018","e"
"1.68736729357423E+018","e"
"1.69134235490779E+018","e"
"1.69134052265965E+018","e"
"1.84385105277454E+018","e"
"1.70258072330222E+018","e"
"1.71891060409708E+018","e"
"1.7000785883249E+018","e"
"1.69895201342449E+018","e"
"1.70145625619473E+018","e"
"1.69134235490779E+018","e"
"1.64488683854352E+018","e"
"124798254",""
"124798254",""
"1.68991934395264E+018","e"
"1.68624215310068E+018","e"
"1.68734239207113E+018","e"
"3278335453",""
"1.68375478997968E+018","e"
"579093615",""
"1.69429164442061E+018","e"
"193219172",""
"1.03134712707338E+018","e"
"198747405",""
"1.15215147044103E+018","e"
"1.68996108843419E+018","e"
"1.84684147114577E+018","e"
"182773459",""
"1.80737252261647E+018","e"
"409095356",""
"2862109627",""
"1.11799024980672E+018","e"
"79739365",""
"1.62601417149738E+018","e"
"1087876332",""
"1.89750587525182E+018","e"
"288339679",""
"1.6035368277258E+018","e"
"1.14338422741879E+018","e"
"470720933",""
"8.99597703058817E+017","e"
"1.68372090460871E+018","e"
"1.60887007043613E+018","e"
"3008634528",""
"9.75216820033499E+017","e"
"1.49321926573414E+018","e"
"1.43909335550211E+018","e"
"182773459",""
"1.8183894547986E+018","e"
"127545828",""
"16355983",""
"1286101495",""
"545264533",""
"12450932",""
"170600879",""
"118371948",""
"118371948",""
"77971073",""
"8.72976539993776E+017","e"
"1.85630757950237E+018","e"
"1.8347531654825E+018","e"
"1.88219807316807E+018","e"
"23343960",""
"131449950",""
"1.44862139034556E+018","e"
"4469633052",""
"1.1524475744119E+018","e"
"1.82774417493603E+018","e"
"1.57044469921915E+018","e"
"1.46773868969441E+018","e"
"1.42643814020234E+018","e"
"1.43731760327029E+018","e"
"302365314",""
"949445269",""
"1.21404381719352E+018","e"
"1.87508635957846E+018","e"
"1595736500",""
"46048775",""
"296177546",""
"9.2928755828183E+017","e"
"1.33590995484729E+018","e"
"3075355207",""
"1.2203090730919E+018","e"
"2516940007",""
"340829330",""
"1.81607927409853E+018","e"
"1.22744629242461E+018","e"
"1.88744929411192E+018","e"
"168584217",""
"7.74291818322078E+017","e"
"1.19497168445063E+018","e"
"1.24084549359847E+018","e"
"1.78012623344518E+018","e"
"164778726",""
"1.39313471631691E+018","e"
"8.1855470035829E+017","e"
"1.65847985588813E+018","e"
"7.00471787788733E+017","e"
"7.13308836950454E+017","e"
"1.88219807316807E+018","e"
"1.26640114290634E+018","e"
"1.26225651273222E+018","e"
"1340430811",""
"1.23976893160834E+018","e"
"428050733",""
"185694218",""
"267795457",""
"1614421130",""
"1.84865925667931E+018","e"
"1.78161811225906E+018","e"
"1.78161811225906E+018","e"
"587189716",""
"1.47360782572513E+018","e"
"1.29522106278793E+018","e"
"1.56130270389639E+018","e"
"3146538305",""
"1.38815242352128E+018","e"
"1.47461221295411E+018","e"
"9.01057043020131E+017","e"
"2905814730",""
"8.05433733922758E+017","e"
"1.62593035354965E+018","e"
"1.47198718096894E+018","e"
"9.75216820033499E+017","e"
"9.75216820033499E+017","e"
"1.78012623344518E+018","e"
"1.12183185709864E+018","e"
"1.69980831298718E+018","e"
"18129942",""
"1.52842153655352E+018","e"
"1.78161811225906E+018","e"
"1.73627464215391E+018","e"
"1.351686244628E+018","e"
"38863512",""
"1.80072764748144E+018","e"
"1.14055181563885E+018","e"
"1.89792524898688E+018","e"
"1.89792524898688E+018","e"
"1.0028863662947E+018","e"
"1.60327647281456E+018","e"
"72498040",""
"1.25611592992398E+018","e"
"347751807",""
"310585049",""
"1.63796055236975E+018","e"
"1097991295",""
"69560365",""
"1240640960",""
"275842934",""
"87887168",""
"1380219260",""
"1.62601417149738E+018","e"
"153608362",""
"1.2364816788785E+018","e"
"451205258",""
"1.62259292700344E+018","e"
"387447742",""
"61132090",""
"1.16279281205776E+018","e"
"1.25182488096777E+018","e"
"100505323",""
"9.96458382876802E+017","e"
"534803196",""
"158786180",""
"1.34898750498512E+018","e"
"1.38742613076905E+018","e"
"1.74673938589754E+018","e"
"1.62890147232182E+018","e"
"41330129",""
"7.66649976625597E+017","e"
"156283821",""
"1.04971129579928E+018","e"
"396964761",""
"1.38196178335573E+018","e"
"4187275698",""
"1.52189589439187E+018","e"
"54829492",""
"599068566",""
"2917116386",""
"63042506",""
"9.32657813930721E+017","e"
"147441595",""
"1.72977298956113E+018","e"
"1.73771439097423E+018","e"
"1.04768022513846E+018","e"
"1.89000662604595E+018","e"
"1.78718460688799E+018","e"
"1.85980779906215E+018","e"
"18129942",""
"1.49196409188307E+018","e"
"202579029",""
"1.24128367788928E+018","e"
"1.84559566367503E+018","e"
"175626631",""
"70867143",""
"1.87508635957846E+018","e"
"9.95676205914377E+017","e"
"1.14892889098057E+018","e"
"1.1524475744119E+018","e"
"1.70729638434768E+018","e"
"1.34898750498512E+018","e"
"278087108",""
"1.88822016541188E+018","e"
"1.78161811225906E+018","e"
"1.86593643791041E+018","e"
"1.88769098742386E+018","e"
"1315622738",""
"1.50391429721872E+018","e"
"102684089",""
"354168059",""
"1.50505214495702E+018","e"
"1.53233993876668E+018","e"
"94545198",""
"1.41352888781695E+018","e"
"1.82080342356826E+018","e"
"1.66607040763462E+018","e"
"1.57799372923897E+018","e"
"1.4217816106685E+018","e"
"1.48906157952187E+018","e"
"907593494",""
"1.47977468260575E+018","e"
"1.19815892738224E+018","e"
"1683363746",""
"1.71124947739333E+018","e"
"1.49196409188307E+018","e"
"1.22708391902522E+018","e"
"1.70941590884078E+018","e"
"1.3086863186715E+018","e"
"3706597332",""
"3706597332",""
"1.00153159291586E+018","e"
"1.82656037501134E+018","e"
"1.45827359855722E+018","e"
"7.92997220383686E+017","e"
"2725004480",""
"1.59427477056848E+018","e"
"1.4193102249853E+018","e"
"1.49196409188307E+018","e"
"72007047",""
"8.29366551446818E+017","e"
"1.02061329777778E+018","e"
"1.59427477056848E+018","e"
"1.69931975328076E+018","e"
"1923352256",""
"1.82864368054849E+018","e"
"1.8867763813901E+018","e"
"3307647325",""
"3117562401",""
"31994335",""
"9.12206731375079E+017","e"
"1.85630757950237E+018","e"
"1882673107",""
"1.12967275365137E+018","e"
"66629752",""
"8.91936835177291E+017","e"
"2905814730",""
"1567351806",""
"1.34937729885255E+018","e"
"1.18590066327795E+018","e"
"4773358273",""
"807941894",""
"1.52949145060576E+018","e"
"8.62160944050438E+017","e"
"1.88826550985206E+018","e"
"1.72427438873085E+018","e"
"1.2438521104179E+018","e"
"174525352",""
"266100204",""
"1.49321086932018E+018","e"
"1.89446694194928E+018","e"
"164778726",""
"296177546",""
"1.33507878431622E+018","e"
"46588907",""
"1.35447253316098E+018","e"
"1.59084563003722E+018","e"
"1.9026538296715E+018","e"
"3040738412",""
"1.34937729885255E+018","e"
"1.50966824397557E+018","e"
"1.17178487284464E+018","e"
"1.75661406802528E+018","e"
"1.24346563285673E+018","e"
"7.34341618476551E+017","e"
"1.06837129329094E+018","e"
"38133551",""
"1.78858649029933E+018","e"
"1.78414311352061E+018","e"
"1.76994340565065E+018","e"
"1.50405533159637E+018","e"
"1.50405533159637E+018","e"
"1.50405533159637E+018","e"
"1.50405533159637E+018","e"
"1.50405533159637E+018","e"
"1.50405533159637E+018","e"
"1.50405533159637E+018","e"
"1.50405533159637E+018","e"
"1.50405533159637E+018","e"
"2980888980",""
"1.71208833285821E+018","e"
"1.71208833285821E+018","e"
"8.34037542525602E+017","e"
"1031880145",""
"1.78161811225906E+018","e"
"101414334",""
"206156216",""
"1.54285050549151E+018","e"
"1.89801962623754E+018","e"
"1.89801962623754E+018","e"
"1.89801962623754E+018","e"
"1.89801962623754E+018","e"
"1.89801962623754E+018","e"
"1.89801962623754E+018","e"
"1.89801962623754E+018","e"
"1.89801962623754E+018","e"
"1.89537867329925E+018","e"
"1.89537867329925E+018","e"
"1.89537867329925E+018","e"
"1.89537867329925E+018","e"
"1.89650826455853E+018","e"
"1.89650826455853E+018","e"
"1.89873748649249E+018","e"
"1.89873748649249E+018","e"
"1.89650826455853E+018","e"
"1.89650826455853E+018","e"
"1.46698685467102E+018","e"
"1.68381181022557E+018","e"
"725224237",""
"1.84253161287102E+018","e"
"1.69900306510035E+018","e"
"1.16601499186396E+018","e"
"9.89423102005144E+017","e"
"1.01145565897194E+018","e"
"253096749",""
"1.52949145060576E+018","e"
"1.43200288855378E+018","e"
"1.52949145060576E+018","e"
"1.52949145060576E+018","e"
"1.54240353428858E+018","e"
"1.04908051496599E+018","e"
"1.43200288855378E+018","e"
"1.18058676613206E+018","e"
"16355983",""
"7.97421402185867E+017","e"
"1.8347531654825E+018","e"
"1.11801255090849E+018","e"
"4858988845",""
"247651184",""
"255482966",""
"1.7076598820891E+018","e"
"1.63863602748419E+018","e"
"1.20356572437287E+018","e"
"1.09710702695662E+018","e"
"1.22017130891214E+018","e"
"2341504536",""
"1.52949145060576E+018","e"
"38781972",""
"1.84245364187537E+018","e"
"1.63438473876408E+018","e"
"1.53554206082847E+018","e"
"1.70558118238013E+018","e"
"1.56899544627376E+018","e"
"4712518004",""
"1.87734492720359E+018","e"
"77449717",""
"14492621",""
"288339679",""
"1.85305268177197E+018","e"
"1.68053144523074E+018","e"
"1.17663211226427E+018","e"
"8.99597703058817E+017","e"
"618655621",""
"77713116",""
"1495686565",""
"1.17532072592362E+018","e"
"1.78161811225906E+018","e"
"1.78161811225906E+018","e"
"1.44922268567896E+018","e"
"1.29522106278793E+018","e"
"1.29522106278793E+018","e"
"1.40434932856345E+018","e"
"1.90443383161013E+018","e"
"1.66964567981859E+018","e"
"9.08525169135586E+017","e"
"8.90236552315629E+017","e"
"1137335443",""
"1.61701552835435E+018","e"
"725224237",""
"1.2928062149553E+018","e"
"79148648",""
"1.81974861150649E+018","e"
"1.43267706480971E+018","e"
"1.7519959152826E+018","e"
"8.2083322357589E+017","e"
"1909871191",""
"1.66500801424667E+018","e"
"1.0170662912181E+018","e"
"7.28949641421553E+017","e"
"224431376",""
"2862109627",""
"1.80778679028962E+018","e"
"1.72188706199587E+018","e"
"1.8764600896428E+018","e"
"1.57357816291487E+018","e"
"1.90443383161013E+018","e"
"1.45169268874761E+018","e"
"1.45169268874761E+018","e"
"2801067998",""
"1.04382426992953E+018","e"
"1.25242489831769E+018","e"
"2339859001",""
"1.74929811353236E+018","e"
"4187275698",""
"1.74929811353236E+018","e"
"2278761810",""
"1.90334325980154E+018","e"
"1933882213",""
"1.46672305946998E+018","e"
"8.71058414364876E+017","e"
"1.87592005452259E+018","e"
"1.76767718917948E+018","e"
"1135526713",""
"1.68331759645477E+018","e"
"578679936",""
"1.81021004078117E+018","e"
"1.33590995484729E+018","e"
"2278761810",""
"1.59191662546032E+018","e"
"1.88658189049866E+018","e"
"1.89838162884364E+018","e"
"1.84042417894575E+018","e"
"64605516",""
"1055612952",""
"1.68006358184352E+018","e"
"1.88299178845949E+018","e"
"4662532568",""
"1.64968614175772E+018","e"
"193014517",""
"299477734",""
"1.60572747569411E+018","e"
"363380931",""
"1.74862936159783E+018","e"
"1.90394786956199E+018","e"
"64605516",""
"1.74490758610804E+018","e"
"2154205357",""
"268823196",""
"1.52953554241282E+018","e"
"1331140639",""
"1248149594",""
"1.64865521453749E+018","e"
"1.70912317545027E+018","e"
"1.03889309952566E+018","e"
"1.70144515837255E+018","e"
"15398472",""
"1.64506475864589E+018","e"
"1.41352888781695E+018","e"
"1965092424",""
"85495565",""
"1089294210",""
"798811626",""
"70917190",""
"9.63801431189863E+017","e"
"1.70941939702109E+018","e"
"1.52712882590122E+018","e"
"1.6295300592657E+018","e"
"1.38043235805514E+018","e"
"1.541060230083E+018","e"
"1.49860424105259E+018","e"
"1.3620179263043E+018","e"
"191951600",""
"1.53270937401542E+018","e"
"57412220",""
"1.7276846261128E+018","e"
"1.19628285692374E+018","e"
"576755999",""
"1.52337118023681E+018","e"
"574453228",""
"574453228",""
"574453228",""
"8.31881965796105E+017","e"
"72210233",""
"1.74392717882239E+018","e"
"1.10401521724613E+018","e"
"984031646",""
"1355632532",""
"1.22199176486671E+018","e"
"2339859001",""
"2967847038",""
"1.17800619365605E+018","e"
"1.64968614175772E+018","e"
"1.83813188610496E+018","e"
"1.78428936422022E+018","e"
"1.88095423018769E+018","e"
"128588962",""
"1.69672835106146E+018","e"
"1.03354236007903E+018","e"
"1.31983132117934E+018","e"
"1.23961133907029E+018","e"
"1.70116231334744E+018","e"
"1.70152961726441E+018","e"
"1.71125077424698E+018","e"
"1.69293218241799E+018","e"
"1.63784125823126E+018","e"
"1.70871687670727E+018","e"
"1.80000768994018E+018","e"
"45127098",""
"1.69964444134107E+018","e"
"1.69097013625215E+018","e"
"1.69384054147632E+018","e"
"1.69387805045761E+018","e"
"1243384508",""
"1.69932136265203E+018","e"
"1.84535037045491E+018","e"
"1.70872486376518E+018","e"
"1.71122575700199E+018","e"
"1.0959805747019E+018","e"
"1.0959805747019E+018","e"
"1.71160578811936E+018","e"
"1.48447272714247E+018","e"
"2284828704",""
"1.71121809333336E+018","e"
"1.77212422746397E+018","e"
"1.18808015174712E+018","e"
"1.72188706199587E+018","e"
"768853105",""
"1.7036712571858E+018","e"
"1435198494",""
"1.71122680497829E+018","e"
"124798254",""
"1.17028536642048E+018","e"
"177172689",""
"1.1018329014469E+018","e"
"1.69458937807992E+018","e"
"869327120",""
"110390631",""
"1.45362961707649E+018","e"
"48903741",""
"1.86601848505226E+018","e"
"1417145161",""
"189448262",""
"301991950",""
"2500007743",""
"1.07669880252908E+018","e"
"1.11688226318508E+018","e"
"1.57145150042946E+018","e"
"1.62601417149738E+018","e"
"9.94097948412657E+017","e"
"465464916",""
"622899732",""
"1.82534311120534E+018","e"
"1.59427477056848E+018","e"
"380962412",""
"79852526",""
"380962412",""
"1.21259394512275E+018","e"
"2462974338",""
"1.24452588477565E+018","e"
"1.75616743478305E+018","e"
"8.5327253288287E+017","e"
"831060979",""
"1.6973814645377E+018","e"
"2290565778",""
"38133551",""
"345252211",""
"153432675",""
"1.03029784720631E+018","e"
"1.60585989918308E+018","e"
"1.64968614175772E+018","e"
"191735878",""
"347837715",""
"345252211",""
"1.88095423018769E+018","e"
"2281569300",""
"1.69169324934023E+018","e"
"1.83230019164458E+018","e"
"380962412",""
"1.87151831654582E+018","e"
"1.70976980954475E+018","e"
"9.46245683685703E+017","e"
"1.32105889500396E+018","e"
"87887168",""
"1.81528589391542E+018","e"
"1.68865672336688E+018","e"
"1.81565393117291E+018","e"
"1.46409836532768E+018","e"
"1.60471537878107E+018","e"
"229446531",""
"1.8015175458346E+018","e"
"8.85166283628477E+017","e"
"1.59427477056848E+018","e"
"163417848",""
"1.8451234986139E+018","e"
"1.59427477056848E+018","e"
"256633799",""
"1.75181467914667E+018","e"
"8.7553456749031E+017","e"
"1.63794177684894E+018","e"
"7.94350874227129E+017","e"
"64605516",""
"1.3144794160141E+018","e"
"153432675",""
"1.81070517228237E+018","e"
"1.59890506596814E+018","e"
"1.05200411025654E+018","e"
"574453228",""
"574453228",""
"574453228",""
"51675970",""
"8.45878078924499E+017","e"
"1.52264709465319E+018","e"
"1.27317783049556E+018","e"
"1.78993641436238E+018","e"
"74728984",""
"2368881722",""
"298067603",""
"153432675",""
"3149610684",""
"1453409431",""
"2233277461",""
"69230538",""
"1.45214446096438E+018","e"
"1.16305024372368E+018","e"
"278039207",""
"267593372",""
"64605516",""
"1.0398970848774E+018","e"
"1.66104181713836E+018","e"
"345252211",""
"469161734",""
"1.88881580348897E+018","e"
"43486890",""
"9.30191748688592E+017","e"
"2436820202",""
"3149610684",""
"1.84685222922104E+018","e"
"86714719",""
"1.7061943502571E+018","e"
"1.06712760704334E+018","e"
"1.54577625876807E+018","e"
"1.65034324850496E+018","e"
"7.18749753509415E+017","e"
"14072986",""
"24893875",""
"305131717",""
"24893875",""
"1.63845640098797E+018","e"
"1957857236",""
"1.54577625876807E+018","e"
"36434693",""
"65822418",""
"1034308064",""
"1.11159556523245E+018","e"
"1.33393454674452E+018","e"
"555300474",""
"611413509",""
"1.29532076565966E+018","e"
"24893875",""
"156292006",""
"1.3620179263043E+018","e"
"446045067",""
"3147583489",""
"1.74165099531328E+018","e"
"94587308",""
"1.33792456867815E+018","e"
"8.71058414364876E+017","e"
"8.71058414364876E+017","e"
"60671233",""
"1.8628211295489E+018","e"
"1.09056848437791E+018","e"
"574453228",""
"1.26649219228315E+018","e"
"1.23394143325132E+018","e"
"1.83422366410522E+018","e"
"8.75108656483782E+017","e"
"1.05270362952885E+018","e"
"1.31843362209374E+018","e"
"1.87389301763312E+018","e"
"1.12671524966552E+018","e"
"1.58259276323712E+018","e"
"1.11842496293351E+018","e"
"3678621072",""
"1.42643814020234E+018","e"
"34194525",""
"1.60541749670971E+018","e"
"1.65034324850496E+018","e"
"1.40337549273291E+018","e"
"1.7942988496512E+018","e"
"2890547508",""
"1.01377024814144E+018","e"
"1.7112642670629E+018","e"
"1.6062767749206E+018","e"
"1.71157872043427E+018","e"
"1.70547530357185E+018","e"
"1.70879404199813E+018","e"
"1.61021874241132E+018","e"
"1.01980118625212E+018","e"
"1.7771764814936E+018","e"
"1.28995854509017E+018","e"
"18297693",""
"159369503",""
"1.61969749603243E+018","e"
"1.3458982594458E+018","e"
"9.48354311284604E+017","e"
"2700740070",""
"1.80764590976293E+018","e"
"1.70109418361499E+018","e"
"3015954673",""
"1.33658025149363E+018","e"
"55421094",""
"1.70116197453994E+018","e"
"189448262",""
"99649234",""
"1.55427762700723E+018","e"
"35238029",""
"232178767",""
"1.45073321007416E+018","e"
"2579810839",""
"1.56915001681159E+018","e"
"159369503",""
"1.23183597311104E+018","e"
"134449388",""
"1.75623697506416E+018","e"
"2574046178",""
"303589853",""
"1.28916197532737E+018","e"
"284465079",""
"753553855",""
"351431755",""
"1.58865497374708E+018","e"
"8.00312861582994E+017","e"
"8.00312861582994E+017","e"
"8.00312861582994E+017","e"
"140727872",""
"76843625",""
"1280164202",""
"1.77212422746397E+018","e"
"1.38876025501465E+018","e"
"490049226",""
"465464916",""
"8.63337974565552E+017","e"
"1.42658722969924E+018","e"
"156292006",""
"1.59607573748816E+018","e"
"200050141",""
"1.86142287926882E+018","e"
"1.24966213391618E+018","e"
"8.25572421730119E+017","e"
"249549071",""
"1.84053907266379E+018","e"
"1638146408",""
"134766212",""
"2459065278",""
"620977821",""
"193219172",""
"753553855",""
"1.9057578000152E+018","e"
"1.71022569366421E+018","e"
"3020429064",""
"1.5554591227785E+018","e"
"1.74850122664657E+018","e"
"1.52949145060576E+018","e"
"2847012252",""
"70847259",""
"112349156",""
"1.51599635303775E+018","e"
"2323532161",""
"2406474025",""
"1.71360609543508E+018","e"
"161502844",""
"713391896",""
"1.33000330535589E+018","e"
"1.80737252261647E+018","e"
"1.0736095130125E+018","e"
"37574084",""
"1024172179",""
"1.89135013222405E+018","e"
"1.65720901510407E+018","e"
"1.88230686741171E+018","e"
"1.34899547041302E+018","e"
"1.664482437983E+018","e"
"1.02566003338672E+018","e"
"1.63819349435023E+018","e"
"1.43626348359565E+018","e"
"1.25829252559856E+018","e"
"1.60323758543407E+018","e"
"69560365",""
"1.36656867759263E+018","e"
"126256066",""
"1.49283301964816E+018","e"
"1.28800168717351E+018","e"
"38396827",""
"146312654",""
"173131027",""
"1.15473399640992E+018","e"
"1.48033257902683E+018","e"
"1.44719863472699E+018","e"
"1.38051628208943E+018","e"
"1.70941939702109E+018","e"
"1.87277932935011E+018","e"
"307413145",""
"1.14637386434509E+018","e"
"156292006",""
"1.22149021098001E+018","e"
"1.69322619422393E+018","e"
"326596269",""
"1.70437165769001E+018","e"
"1.89430995602082E+018","e"
"1.28388309027266E+018","e"
"462731116",""
"1.80741267738971E+018","e"
"1.27056035301377E+018","e"
"1.69129550048047E+018","e"
"1.55427762700723E+018","e"
"1.63943447361499E+018","e"
"1.25625374430961E+018","e"
"1.0547211074235E+018","e"
"81911319",""
"17066529",""
"1.74850122664657E+018","e"
"7.1687613714243E+017","e"
"7.1687613714243E+017","e"
"174525352",""
"296177546",""
"59444617",""
"1.75661840997717E+018","e"
"554927849",""
"3706597332",""
"515723287",""
"1.84144418042353E+018","e"
"19190361",""
"1.6990159509543E+018","e"
"7.18039565680816E+017","e"
"1.33449445552559E+018","e"
"1.03877045839132E+018","e"
"1.68716421665722E+018","e"
"23343960",""
"8.35455874902584E+017","e"
"765455635",""
"1.83118995128071E+018","e"
"1.01263772890568E+018","e"
"1.0789578075236E+018","e"
"42159393",""
"1.48837427121084E+018","e"
"108931980",""
"8.71058414364876E+017","e"
"262124052",""
"102911523",""
"1.29522106278793E+018","e"
"1.29522106278793E+018","e"
"1.01084620558722E+018","e"
"439164730",""
"859767432",""
"2899910497",""
"1.72188706199587E+018","e"
"1445532032",""
"1.39702394012863E+018","e"
"1.79492334945139E+018","e"
"9.75486318439353E+017","e"
"1.66104133059072E+018","e"
"1.38329551837411E+018","e"
"9.48752486583614E+017","e"
"2392050907",""
"1.37080979104029E+018","e"
"8.8339504302052E+017","e"
"1.88956392911605E+018","e"
"1.62048836475462E+018","e"
"124798254",""
"519841693",""
"1.50123708164054E+018","e"
"1.60323758543407E+018","e"
"1.53903553529734E+018","e"
"1.00149965946074E+018","e"
"96332052",""
"1.62899635437373E+018","e"
"1.2682005616077E+018","e"
"1.84678773922174E+018","e"
"1.70009380844331E+018","e"
"1.78733415777924E+018","e"
"1.68483884892336E+018","e"
"1.6909338482371E+018","e"
"1.68659588044995E+018","e"
"1.7188848086325E+018","e"
"2734971967",""
"859250312",""
"1.6822416135135E+018","e"
"192117672",""
"1.71611620742496E+018","e"
"1.62770476579803E+018","e"
"504728525",""
"1936753549",""
"1.69491252871395E+018","e"
"1.69099453630529E+018","e"
"1.69461393930338E+018","e"
"1.69708589240459E+018","e"
"1.84348811635684E+018","e"
"1.69092834472715E+018","e"
"1.69461834075149E+018","e"
"1.70149945114218E+018","e"
"1.69099731693168E+018","e"
"1.84318353784094E+018","e"
"1.7026162205861E+018","e"
"1.69131430254288E+018","e"
"1.7819463744075E+018","e"
"1.7819463744075E+018","e"
"1.70260182322667E+018","e"
"2690105826",""
"1.08718493591016E+018","e"
"1.8859283914861E+018","e"
"1.70253129611389E+018","e"
"1.52581158634178E+018","e"
"1.51790968185513E+018","e"
"1.90906987913695E+018","e"
"322697415",""
"610902829",""
"9.67202046112817E+017","e"
"1.70981222690188E+018","e"
"8.00312861582994E+017","e"
"1671856729",""
"1.63418164412192E+018","e"
"1.66808845230553E+018","e"
"325343243",""
"1.2482661614368E+018","e"
"1.83233797303742E+018","e"
"1.70376154246062E+018","e"
"8.41287515080294E+017","e"
"1.70265188523955E+018","e"
"1.38053571425373E+018","e"
"1.60375873723938E+018","e"
"7.28949641421553E+017","e"
"1.44891254721454E+018","e"
"203373589",""
"1.27056035301377E+018","e"
"105085302",""
"586507784",""
"439164730",""
"1.16836748779829E+018","e"
"1.90983728782502E+018","e"
"1.54250183463538E+018","e"
"2540748692",""
"1.8183894547986E+018","e"
"1.20612289304361E+018","e"
"1.09712201366191E+018","e"
"1.3629968671229E+018","e"
"273506613",""
"8.42768227201499E+017","e"
"608044266",""
"1.58383991770395E+018","e"
"1.58383991770395E+018","e"
"1.43505324905315E+018","e"
"51367510",""
"1.60356193038322E+018","e"
"1.70547530357185E+018","e"
"2766103766",""
"2766103766",""
"1.27056035301377E+018","e"
"753553855",""
"1.22643778882165E+018","e"
"1034308064",""
"1034308064",""
"1.70160471347998E+018","e"
"1.74795192441728E+018","e"
"7.6810359077058E+017","e"
"1.49855080060356E+018","e"
"58125212",""
"1.34199724776491E+018","e"
"1.64855539367163E+018","e"
"200457324",""
"1.18716237384231E+018","e"
"1.60323758543407E+018","e"
"1.45087304091332E+018","e"
"2458124804",""
"115558715",""
"4597496354",""
"1.45087304091332E+018","e"
"1.57155960244102E+018","e"
"1.43743264179231E+018","e"
"9.58566590768925E+017","e"
"1.12202360389192E+018","e"
"1.33372518078331E+018","e"
"1.33658025149363E+018","e"
"462998185",""
"58825602",""
"1.32105889500396E+018","e"
"61139982",""
"70912579",""
"1.52350962674213E+018","e"
"325343243",""
"2895204738",""
"1.68404958440496E+018","e"
"194590819",""
"629523349",""
"78189023",""
"7.89448408624798E+017","e"
"1653176516",""
"1.45652359846255E+018","e"
"2842988816",""
"2498175084",""
"1.21452457823338E+018","e"
"194590819",""
"1.8881501783368E+018","e"
"1.6376926262155E+018","e"
"1.35767561582286E+018","e"
"9.20096674227281E+017","e"
"119967776",""
"1.25658663191979E+018","e"
"395746301",""
"1.2386422080115E+018","e"
"77022712",""
"1.75661840997717E+018","e"
"56711044",""
"1.18469543836596E+018","e"
"1.85057981246704E+018","e"
"1.06660439643001E+018","e"
"73597117",""
"1.87959466171689E+018","e"
"34194525",""
"1.91001415007354E+018","e"
"176926697",""
"1.8289562788924E+018","e"
"180335170",""
"1.54207430555872E+018","e"
"1.6489926378218E+018","e"
"9.88818304138493E+017","e"
"8.57973559402012E+017","e"
"9.10069019482267E+017","e"
"3977821034",""
"7.89448408624798E+017","e"
"9.26497565037624E+017","e"
"7.68504627536945E+017","e"
"1.61644254220739E+018","e"
"1.67211983110403E+018","e"
"1.90542231319526E+018","e"
"1.7229013200369E+018","e"
"170435848",""
"1.88391755340122E+018","e"
"1.69039680468749E+018","e"
"1.85630757950237E+018","e"
"1.56663246465881E+018","e"
"1.65143798701058E+018","e"
"1.45026943348672E+018","e"
"212041664",""
"4915274664",""
"1.81218017723518E+018","e"
"1.82653938705808E+018","e"
"2696877306",""
"1.85376460449473E+018","e"
"1.57099095968045E+018","e"
"431973848",""
"1.25501393095653E+018","e"
"1.53300252827458E+018","e"
"99742945",""
"2717547397",""
"1.37889184667645E+018","e"
"113596781",""
"1.68475458158534E+018","e"
"1.84279191203155E+018","e"
"2758947843",""
"3895489933",""
"1.12784221346183E+018","e"
"72007047",""
"925291140",""
"1.76000854228585E+018","e"
"1.70943229979906E+018","e"
"1.72188706199587E+018","e"
"1.58497101441258E+018","e"
"9.30883762182695E+017","e"
"602458231",""
"1.83444452950589E+018","e"
"1.83274584954334E+018","e"
"1.83498246943275E+018","e"
"72763910",""
"1.68379512122834E+018","e"
"1.70796864035486E+018","e"
"2759042914",""
"1.91030922883489E+018","e"
"1.86460855059477E+018","e"
"191951600",""
"1.24370575296064E+018","e"
"38889117",""
"1.90530252867545E+018","e"
"1.40651870220854E+018","e"
"1.80229578133413E+018","e"
"1.8255358677186E+018","e"
"1.5101312915259E+018","e"
"1.72996504033233E+018","e"
"1.44310948725922E+018","e"
"1.23378981731123E+018","e"
"1.72188706199587E+018","e"
"1.15951491737379E+018","e"
"1.71312067093317E+018","e"
"1.34566114339878E+018","e"
